text,label,agreement,predicted,error,correct,confidence,predicted_proba_true_class
"Szolgáltató tudomásul veszi, hogy az Intézménnyel szemben a kérelem alapját képező, a Szolgáltató és a Kártyabirtokos közötti elszámolással kapcsolatosan igény érvényesítésére semmilyen jogcímen lehetősége nincs, mivel az Intézmény a köztük lévő (szolgáltatás igénybevételére vonatkozó) jogviszonynak nem részese, felelősségét teljes körűen kizárja.",4,1.0,4,0,True,0.25308102,0.25308102
"A Szolgáltató a szerződés hatálya alatt köteles valamennyi, OTP SZÉP Kártya Elfogadóhelyének adatait (elfogadóhely neve, címe, telefonszáma, e-mail címe) és az adatokban történő változást legkésőbb 1 munkanapon belül a 3. számú mellékletben található Változásbejelentő lap kitöltésével az Intézmény felé írásban bejelenteni, ideértve az adott Elfogadóhely üzemeltetésében beálló változást is. A Szolgáltató teljes kártérítési felelősséggel tartozik a bejelentés késedelmes teljesítéséből vagy a bejelentés elmulasztásából eredő károkért, következményekért.",2,1.0,4,2,False,0.2531247,0.2096538
"Az Intézmény jogosult egyoldalúan a kártya elfogadást a Szolgáltató ElfogadóhelyénElfogadóhelyein átmenetileg felfüggeszteni, vagy mérlegelése alapján a szerződést azonnali hatállyal felmondani, ha a Szolgáltató egyszeri írásbeli figyelmeztetése ellenére ismételten figyelmeztetésre okot adó körülmény merült fel. A felfüggesztés időtartama maximum 3 hónap.",2,1.0,4,2,False,0.25314456,0.20964673
"Szolgáltató vállalja, hogy szolgáltatása ellenértékéül elfogadja a Kártyán a kártyabirtokos rendelkezésére álló pénzösszeget, és nem határoz meg olyan értékhatárt, amely összeg alatt ésvagy felett nem fogadja el azt. Szolgáltató biztosítja továbbá azt, hogy a szolgáltatás ellenértékét Kártyával kiegyenlítő személyt sem a készpénzzel, sem a készpénz-helyettesítő egyéb fizetési eszközzel, vagy az ellenértéket egyéb módon kiegyenlítő más vásárlóval szemben nem éri semmilyen hátrány. A Szolgáltató azonban jogosult a Kártyával fizető személyt kedvezményekben részesíteni.",5,1.0,4,1,False,0.25313377,0.10566949
"Szolgáltató az üzletszabályzatabelső szabályzata szerinti értékhatár felett illetve bármely, üzletszabályzatábanbelső szabályzatában meghatározott esetben a Kártyabirtokostól jogosult kérni a személyazonosításra alkalmas közokirat (személyi igazolvány, vezetői engedély, útlevél) bemutatását, amelynek megtagadása esetén jogosult a Kártya elfogadását visszautasítani.",2,1.0,4,2,False,0.25290206,0.20975201
"Amennyiben az Intézménynek az elfogadásból olyan pénzügyi vesztesége származik, amely veszteség bizonyíthatóan a Szolgáltatónál történt tranzakciók duplikálásából, csalárd tranzakcióból, tiltott adatszolgáltatásból, tiltott adatkérésből (pl. kártya adatok) ered, az ebből adódó kár a Szolgáltatót terheli. Intézmény jogosult kárigényét beszámítás útján is érvényesíteni.",4,1.0,4,0,True,0.25304312,0.25304312
"Sikeres tranzakció esetén Szolgáltató az egyes elfogadási módozatokra vonatkozó rendelkezések szerinti, 2 (kettő) példányos amelyből az egyik példányt a kártyabirtokosnak köteles átadni bizonylatot állít ki a fizetésről, illetve a Kártyabirtokos által igénybe vett szolgáltatás ellenértékéről Szolgáltató a reá irányadó jogszabályi előírások szerinti a Kártyabirtokos választásának megfelelő bizonylatot állít ki.",5,1.0,4,1,False,0.25305265,0.10562374
"A Szolgáltató a bizonylatot (szigorú elszámolású bizonylatként) 18 hónapig megőrzi, és szükség esetén az Intézmény írásos kérésére, az Intézmény által meghatározott határidő lejártáig rendelkezésre bocsátja.",3,1.0,4,1,False,0.25329155,0.23172338
"Szolgáltató vállalja, hogy az Intézmény által rendelkezésére bocsátott, OTP SZÉP kártya elfogadást jelölő matricákat és logókat a megfelelő tájékoztatás érdekében jól láthatóan helyezi el az általa működtetett elfogadóhely(ek)en (a bejáratnál és a pénztárgép közelében) és weboldalakon, majd a szerződéses jogviszony megszűnésével egyidejűleg eltávolítja azokat. Szolgáltató vállalja továbbá, hogy elfogadóhelyeit haladéktalanul értesíti a szerződéses jogviszony létrejöttéről, és teljes körűen tájékoztatja az abban foglaltakról.",4,1.0,4,0,True,0.25319606,0.25319606
"Felek rögzítik, hogy a szolgáltatás igénybevétele során létrejövő ügylet, függetlenül attól, hogy az a Kártya elfogadásával jött létre, a Kártyabirtokos és az Szolgáltató közötti jogügyletnek minősül. Ennek megfelelően az Intézmény a szolgáltatással kapcsolatos, a Kártyabirtokos és a Szolgáltató közötti jogvitákba nem kapcsolódik be, az ilyen vitákkal kapcsolatosan mindennemű felelősségét kizárja.",4,1.0,4,0,True,0.25299323,0.25299323
"A Kártya használatának Szolgáltatót terhelő díja a szolgáltatásnyújtás értékének 3,6 -a, de minimum 12 forint, amelyet az Intézmény havonta, a Szolgáltatónál OTP SZÉP kártya használata során végrehajtott tranzakciók összértéke után, a tárgyidőszakot követő hónap 15. napjáig számláz ki Szolgáltató részére. Az Intézmény vállalja, hogy a terhelt díjról kiállított számlát Szolgáltató által választott módon (papír alapon, vagy elektronikus úton) juttatja el Szolgáltató részére.",4,1.0,4,0,True,0.25313038,0.25313038
Az Intézmény a Szolgáltatónál végrehajtott tranzakció összegéből Szolgáltatót megillető összegnek (a tranzakció értékének a szerződésben feltüntetett díjjal csökkentett összege) a Szolgáltató által a szerződésben megjelölt fizetési számlára történő utalását a tranzakció Intézményhez történő beérkezésétől számított legkésőbb 2 munkanapon belül elindítja. Késedelembe esés esetén Intézmény a Ptk. 6:155. -ában meghatározott mértékű késedelmi kamat megfizetésére köteles.,4,1.0,4,0,True,0.25284338,0.25284338
"A szerződésben megjelölt pénzforgalmi vagy pénzforgalmi jellegű bankszámla megszűnése esetén Szolgáltató köteles az Intézmény felé haladéktalanul, de legkésőbb a változás bekövetkezésének napjától számított 8 napon belül bejelenteni új bankszámla számát. Amennyiben ezt nem teszi meg, és Intézmény utalása emiatt eredménytelen, erről Intézmény e-mailben vagy levélben értesíti a Szolgáltatót. Intézmény az utalást újból megkísérli, ha a Szolgáltató a megváltozott számlaszámot az Intézménynek bejelenti. Ebből adódó késedelmes, vagy eredménytelen utalások nem minősülnek szerződésszegésnek.",3,1.0,4,1,False,0.2529336,0.23197627
"Ha a Kártyabirtokos nem ismeri el a tranzakció jogosságát és az Intézmény a Kártyabirtokossal és a Szolgáltatóval történő egyeztetést, a szükséges dokumentáció bekérését és megvizsgálását követően a Kártyabirtokos reklamációját jogosnak találta, az Intézmény a szerződéses jogviszony alapján jogosult írásban felkérni a Szolgáltatót, hogy haladéktalanul, de legkésőbb 5 napon belül utalja az Intézmény számlájára a tranzakció (vásárlás) összegét, amennyiben a tranzakció (vásárlás) az igény bejelentést megelőzően legfeljebb 13 hónappal történt.",5,1.0,4,1,False,0.2529175,0.10554998
"Amennyiben az Intézmény egy ügyfél-panasszal összefüggésben a Szolgáltatóhoz írásban kérdést intéz, illetve a panasz elbírálása érdekében dokumentumokat kér be, a Szolgáltató köteles a megkeresésben foglaltakra 5 munkanapon belül válaszolni. Ha a Szolgáltató ezen kötelezettségének nem tesz eleget, az Intézmény jogosult az ügyben a rendelkezésére álló információk alapján döntést hozni, és annak megfelelően intézkedni.",4,1.0,4,0,True,0.25318316,0.25318316
"Felek minden, a szerződéses jogviszony alapján tudomásukra jutott minden információt bizalmasan, az üzleti titokra vonatkozó szabályozás szerint kezelnek, így Felek a szerződéssel összefüggésben tudomásukra jutott valamennyi tényt, információt, adatot üzleti titokként kezelnek. Szolgáltató a tudomására jutott, Kártyabirtokosra vonatkozó információkat, személyes adatokat, fizetési titkot a mindenkor hatályos adatvédelmi előírásoknak megfelelően köteles kezelni, azokat semmilyen, a jelen szerződéssel össze nem egyeztethető célra nem használhatja fel.",3,1.0,4,1,False,0.25291988,0.23198411
"Szolgáltató kötelezettséget vállal arra, hogy Intézmény működésével kapcsolatban tudomására jutott üzleti titkot és fizetési titkot jogszabályi kötelezés esetét kivéve időbeli korlátozás nélkül, a szerződés megszűnését követően is megtartja.",5,1.0,4,1,False,0.25333804,0.10578556
"A Szolgáltató a bankszámlaszámának megváltozását haladéktalanul, további adataiban beálló változásokat haladéktalanul, de legkésőbb 8 napon belül köteles az Intézmény felé bejelenteni. Intézmény nem felel az adatváltozás elmulasztásából vagy késedelmes bejelentéséből fakadó károkért.",4,1.0,4,0,True,0.25339794,0.25339794
"Intézmény vállalja, Szolgáltató pedig hozzájárul ahhoz, hogy az Intézmény honlapján megjelenő tájékoztatókban, mint Intézmény szerződött partnere megjelenjen. Az Intézmény a következő Szolgáltatói adatokat jeleníti meg a www.otpportalok.hu honlapján: elfogadóhely neve, címe, telefonszáma, e-mail címe, weboldal címe.",3,1.0,4,1,False,0.25335154,0.23167887
"Az Intézmény a szerződés jogviszony létrejöttét követően köteles Szolgáltatót és Elfogadóhelyeit megjeleníteni az elfogadóhelykeresőben. A Szolgáltató a www.otpportalok.hu web címen elérhető OTP Széchenyi Pihenőkártya Portálon adhatja meg az Elfogadóhely szolgáltatásának jellemzőit. Szolgáltató felelős a Portálon (www.otpportalok.hu) rögzített adatok tartalmáért, azok valódiságáért.",3,1.0,4,1,False,0.25319037,0.23179404
"Telefonos felhatalmazó központ az Intézmény vagy megbízottja, vállalkozója által működtetett telefonos ügyfélszolgálat, amely a Szolgáltató és a kártyabirtokos azonosítását követően, az általa telefonon megadott azonosítási adatok ellenőrzése alapján igazolja, hogy a kártyabirtokos számláján rendelkezésre áll a szolgáltatás - szolgáltató által közölt - ellenértékének megfelelő pénzösszeg, és azt az ellenérték összege erejéig a számlán terhelésként rögzíteni tudja.",3,1.0,4,1,False,0.25333697,0.23168959
"Szolgáltató köteles gondoskodni arról, hogy a Széchenyi Pihenőkártyával történő feltételeit, reklamálási lehetőségeket, jól érthetően és bizonyíthatóan a Kártyabirtokos tudomására hozza, valamint, hogy ezeket az információkat Kártyabirtokossal a weboldalán előzetesen megismerteti. Abban az esetben, ha a Szolgáltató nem tudja dokumentálni, hogy tájékoztatta a Kártyabirtokost a fent leírtakról, akkor reklamáció esetén a pénzügyi felelősség a Szolgáltatót terheli.",3,1.0,4,1,False,0.25309017,0.23186454
"Szolgáltató kötelezettséget vállal arra vonatkozóan, hogy amennyiben a Kártyabirtokos számára az árutszolgáltatást bármely ok miatt az Interneten történő rendelésnél megadott határidőn belül nem tudja teljesíteni, és a Kártyabirtokos a Kártyával az áruszolgáltatás ellenértékét már részben vagy egészben kiegyenlítette, a teljesítés meghiúsulását követő 30 napon belül a Kártyával kiegyenlített összegre jóváírást indíthat az Intézményen keresztül a Kártyabirtokos felé és erről lehetőség szerint írásban értesíti a Kártyabirtokost és az Intézményt. A jóváírást az Intézmény a Szolgáltató írásban történt kérése alapján teljesíti, melyről a Szolgáltatót tájékoztatja.",4,1.0,4,0,True,0.252986,0.252986
"Felek megállapodnak abban, hogy az Intézmény jogosult az ÁSZF egyoldalú módosítására. A Szerződés Szolgáltatóra nézve kedvezőtlen egyoldalú módosítását az Intézmény a módosítás hatályba lépésének napját legalább kettő hónappal megelőzően, a Szolgáltatóra nézve nem kedvezőtlen módosítását legalább 15 naptári nappal megelőzően közzéteszi a www.otpportalok.hu honlapon.",4,1.0,4,0,True,0.25313595,0.25313595
"Felek a szerződéses jogviszonyból eredő jogvitákat vagy bizonytalan kérdéseket békés úton kívánják rendezni. Ha Felek az említett közvetlen tárgyalások megkezdésétől számított 30 napon belül nem tudják megoldani jogvitájukat, amely a jogviszonyból vagy azzal összefüggésben, annak megszegésével, megszűnésével, érvényességével vagy értelmezésével kapcsolatban keletkezik, bármely Fél jogosult a jogvita eldöntése céljából a Polgári Perrendtartásról szóló 2016. évi CXXX. törvény (Pp.) szerint hatáskörrel és illetékességgel rendelkező bírósághoz fordulni.",2,1.0,4,2,False,0.25278172,0.20979898
"Felek megállapodnak, hogy a kártyabirtokosok adatainak tekintetében önálló adatkezelőkként járnak el, saját érdekkörükben önállóan határozzák meg az adatkezelés céljait, eszközeit és önállóan felelnek az adatkezelés biztonságáért. Amennyiben a kártyabirtokosok olyan kérelemmel fordulnak bármelyik Félhez, amelyben a személyes adatkezeléssel kapcsolatos jogaikat kívánják gyakorolni (pl. hozzáférés jogát, korlátozás jogát, törlés jogát) úgy saját érdekkörükön belül kezelik a kérelmet. Amennyiben a kérelemmel érintett személyes adatot a másik fél (is) kezeli, úgy a kérelemről haladéktalanul értesítik a másik felet is annak érdekében, hogy a kérelem határidőn belül elbírálható legyen és amennyiben intézkedés szükséges, úgy azt érdemben elvégezhesse mindkét Fél a saját nyilvántartási rendszereiben.",4,1.0,4,0,True,0.25275883,0.25275883
"Honlapunkon , illetve online és üzleteinkben történő vásárlásod során számos lehetőség közül választhatsz, jelen dokumentumban igyekszünk valamennyi szabályt egy helyen, áttekinthető módon ismertetni Veled:",2,1.0,4,2,False,0.25336725,0.20953563
"A ROSSMANN fenntartja a jogot arra, hogy az általános szerződési feltételeket egyoldalúan módosítsa. Módosítás esetén a megváltozott szabályokat a ROSSMANN honlapján közzéteszi, és a vásárlókat a saját fiókjukban megadott e-mail címre, illetve mobiltelefonszámra kiküldött levélben, illetve sms-ben külön is tájékoztatja.",3,1.0,4,1,False,0.25326225,0.23174182
"A regisztráció eredményeként a ROSSMANN létrehoz egy egyedi fogyasztói azonosítót (az ún. ROSSMANN ID-t), és ehhez kapcsolódóan lehetőséget biztosít vásárlói számára egy online saját fiók létrehozására, valamint a ROSSMANN által időszakosan szervezett marketing akciókban és hűségprogramokban részt venni. A saját fiókból azonnal elérhetővé válik webáruházunk, és utóbb bármikor lehetőség nyílik a ROSSMANN hűségprogramba is belépni a kedvezménykártya regisztrációjával.",4,1.0,4,0,True,0.2531663,0.2531663
"Saját fiókot kizárólag a jelen pontban meghatározott feltételeknek megfelelő természetes személyek hozhatnak létre, azzal, hogy a regisztráció során létrehozott saját fiók használatára kizárólag a regisztráció során megjelölt személy jogosult, így amennyiben több személy is saját fiókot kíván létrehozni, úgy e személyeknek külön-külön e-mail cím megadásával, külön-külön kell saját fiókot regisztrálniuk. Kérjük vedd figyelembe, hogy egy e-mail címhez kizárólag egy saját fiók tartozhat. Gazdasági társaságok és egyéb jogi személyek nem jogosultak saját fiókot létrehozni. A gazdasági társaságok, illetve egyéb jogi személyek ennek megfelelően kedvezménykártyát sem igényelhetnek, azonban a webshopban történő vásárlásod során - a jelen ÁSZF-ben foglalt feltételekkel - jogosult vagy áfás számlát igényelni gazdasági társaságok, illetve egyéb jogi személyek költségviselőként történő megjelölése mellett.",3,1.0,4,1,False,0.2530073,0.23192199
"Amennyiben később a webáruházunkban rendelést kívánsz leadni, úgy utóbb meg kell adnod még telefonszámod, lakcímed (irányítószám, település, pontos cím) és opcionálisan a megrendelésed leadása során - elmentheted bankkártya-adataidat is. Nagyon fontos, hogy rendelésed teljesítéséhez az itt megadott adataidat használjuk, így a házhozszállítást végző szolgáltató amennyiben a kapcsolatfelvétel a kiszállításhoz szükséges - a saját fiókodban megadott telefonszámon próbálja meg felvenni Veled a kapcsolatot, ezért kérjük, hogy rendszeresen ellenőrizd, hogy aktuális-e a számod, illetve valamennyi egyéb, általad megadott adat.",4,1.0,4,0,True,0.25307602,0.25307602
"A saját fiókod törlésének kezdeményezését követően szükséges megadnod a saját fiókodhoz tartozó jelszót, majd ezt követően a PROFILOM TÖRLÉSE gombra kattintással a saját fiókod azonnal törlődik. A saját fiók törlésétől kezdődően nem fogsz tudni hozzáférni azokhoz a felületekhez, amelyek kizárólag saját fiókon keresztül érhetők el. A saját fiók törlését követően így nem fogsz tudni a továbbiakban hozzáférni a mobil applikációhoz, illetve nem fogsz tudni részt venni a ROSSMANN hűségprogramban, a Rossmanó Babaprogramban, illetve az egyéb időszakosan szervezett marketing akciókban és hűségprogramokban.Felhívjuk figyelmedet, hogy abban az esetben, ha a saját fiókod az oda történő bejelentkezést követően a jelen bekezdésben foglaltak szerint kerül törlésre, úgy a ROSSMANN nem vizsgálja, hogy a saját fiókodba valójában ki jelentkezett be, és a törlésre irányuló műveletet ki indította meg, hajtotta végre. Erre tekintettel a ROSSMANN kizárja a felelősségét az olyan esetek vonatkozásában, ha a saját fiókodat a jelen bekezdésben foglaltak szerint nem te, hanem belépési adataidat megszerezve egy harmadik személy (pl. családtagod) törli.",3,1.0,4,1,False,0.2531536,0.23181948
"A saját fiók törlését követően azonban akár a korábbi saját fiók regisztráció során megadott e-mail címmel - ismételten van lehetőség egy új saját fiókot létrehozni. Amennyiben olyan e-mail címmel történik az ismételt regisztráció, amit a korábbi már törölt regisztráció során adtak meg, a ROSSMANN nem vizsgálja, hogy az érintett e-mail címmel a korábbi saját fiókot létrehozó személy, vagy tőle eltérő személy kíván új saját fiókot létrehozni és biztosítani ezáltal a fenti felületekhez történő hozzáférést. Felhívjuk figyelmed azonban arra, hogy az új saját fiók regisztrációt követően az érintett e-mail címmel létrehozott korábbi egyszer már törölt - saját fiókhoz korábban kapcsolódó esetleges jogosultságokkal, kedvezményekkel az új saját fiók vonatkozásában már nem tudsz élni.",4,1.0,4,0,True,0.2529843,0.2529843
"Szabadon dönthetsz arról, hogy a saját fiók regisztrációd során, vagy utóbb, a saját fiók használata során igényt tartasz-e arra, hogy a ROSSMANN hírlevelekben tájékoztasson az aktuális és jövőbeni promócióiról, akcióiról, valamint a Neked szóló termékajánlatairól. Ha erre igényt tartasz, akkor a Hozzájárulok, hogy a ROSSMANN hírlevelek útján tájékoztasson az aktuális és jövőbeni promócióiról, akcióiról, a kapcsolódó Adatkezelési Tájékoztatóban foglaltak ismeretében, az abban foglalt feltételekkel. szövegű jelölőnégyzetet is be kell jelölnöd, amellyel kifejezetten hozzájárulsz ahhoz, hogy adataidat a ROSSMANN piackutatás és közvetlen üzletszerzés céljára a jövőben felhasználja az Adatkezelési Tájékoztatóban foglaltak szerint.",4,1.0,4,0,True,0.2528388,0.2528388
"Az általa nyújtott szolgáltatások előfeltételeinek fennállását, a szerződés- és jogszerű igénybevételt a ROSSMANN bármikor ellenőrizheti. Azon vásárlók esetében, akik bármely okból nem felelnek meg az általános szerződési feltételeknek vagy azok céljával nem összeegyeztethető, visszaélésszerű magatartást tanúsítanak, így különösen, ha az egyébként egy megrendelés keretében is megrendelhető termékeket, több különböző, rövid időn belül leadott megrendelés útján kívánják megvásárolni; vagy, ha az általánosan megrendelhető háztartási mennyiség mértékére vonatkozó szabályokat az egyes vásárlók úgy próbálják megkerülni, hogy több felhasználói profilról ugyanarra a szállítási címre adnak le megrendelést; egy naptári nap alatt ugyanabból a saját fiókból több alkalommal adnak le megrendelést; vendég vásárlóként ugyanazon, vagy jelentős részben megegyező személyes adatok megadásával adnak le rendelést, úgy a ROSSMANN jogosult a megrendelés teljesítését megtagadni, és a ROSSMANN jogosult a saját fiókot megszüntetni. Ennek következtében az érintett vásárló nem fog tudni hozzáférni mindazon felületekhez, amelyek kizárólag saját fiókon keresztül érhetők el. A saját fiók megszüntetését követően így az érintett vásárló nem fog tudni a továbbiakban a saját fiókján keresztül, a saját fiókjában korábban rögzített adatok felhasználásával, hozzáférni a webáruházhoz, a mobil applikációhoz, illetve nem fog tudni részt venni a ROSSMANN Programban, a Rossmanó Babaprogramban, illetve az egyéb időszakosan szervezett marketing akciókban és hűségprogramokban.",5,1.0,4,1,False,0.25297335,0.105583884
"Amennyiben a ROSSMANN panaszkezelési tevékenységével nem voltál megelégedve, vagy panaszod elutasításra került, úgy a lakóhelyed vagy tartózkodási helyed szerint illetékes vármegyei (fővárosi) kereskedelmi és iparkamarák mellett működő békéltető testület előtt eljárást kezdeményezhetsz. Felhívjuk a figyelmed arra, hogy a békéltető testület eljárása megindításának feltétele, hogy a vitás ügy rendezését a ROSSMANN-nal közvetlenül megkíséreld, illetve arra is, hogy a ROSSMANN a fogyasztóvédelemről szóló 1997. évi CLV. törvény 36C. (1) bekezdése szerinti általános alávetési nyilatkozatot nem tett. Az egyes békéltető testületek illetékességi területéről, valamint az egyes békéltető testületek elérhetőségéről a jelen linken és a www.bekeltetes.hu honlapon tájékozódhatsz.",4,1.0,4,0,True,0.25281122,0.25281122
"Amennyiben a saját fiók létrehozása vagy a kártyaregisztráció során a vásárló hiányos, vagy hibás adatokat közöl a vásárló ezzel kapcsolatos mulasztásért a ROSSMANN nem vállal felelősséget. A vásárlók az általuk hiányosan ésvagy tévesen szolgáltatott adatokból adódó valamennyi következményt maguk viselik. A vásárló által megadott adatok helytállóságát a ROSSMANN-nak nem áll módjában ellenőrizni, ezzel kapcsolatban a felelősség és minden ezzel járó jogi és anyagi következmény minden esetben a vásárlókat terheli.",4,1.0,4,0,True,0.25307384,0.25307384
"A ROSSMANN kizárja a felelősségét minden, a honlapot, illetve az azt működtető szervert ért külső támadás és az e támadásokból eredő meghibásodás esetére. A ROSSMANN kizárja a felelősségét a honlap rajta kívülálló okokból történő meghibásodásáért, amely időtartam alatt az nem vagy korlátozottan használható, ugyanakkor haladéktalanul megtesz minden szükséges intézkedést annak érdekében, hogy a hiba okát mielőbb feltárja, illetve megszüntesse.",4,1.0,4,0,True,0.2531384,0.2531384
"A webáruházat a saját fiókodba történő bejelentkezéssel, vagy a Vendégként vásárolok gombra kattintással vendég vásárlóként tudod használni. Mind a saját fiókodba történő bejelentkezéssel, mind vendég vásárlóként tudsz a webáruházból termékeket rendelni, azonban ha vendég vásárlóként vásárolsz, úgy a ROSSMANN Program keretében, valamint a Rossmanó Babaprogram keretében igénybe vehető kedvezményeket nem tudjuk biztosítani számodra (és értelemszerűen az ilyen vásárlásaid összegei a kedvezményalapba sem számítanak bele), valamint a megrendelésed teljesítéséhez szükséges adatokat ideértve a számlázási és szállítási adatokat, valamint a kapcsolattartáshoz szükséges telefonszámot és e-mail címet, valamint a fizetéshez szükséges bankkártya adatokat minden egyes megrendelésed során külön-külön meg kell adnod.",2,1.0,4,2,False,0.25309968,0.20966409
"Ha természetes személyként nem a szakmádhoz, foglalkozásodhoz kapcsolódó vagy más üzleti céllal vásárolsz nálunk, akkor a Ptk. szerint fogyasztónak minősülsz. Ha fogyasztó vagy, akkor az a webáruházunkban történő vásárlás során többletjogosítványokat jelenthet számodra ahhoz képest, mint amikor gazdasági társaságok, más jogi személyek, vagy akár a szakmájuk, foglalkozásuk vagy üzleti tevékenységük érdekében nálunk vásárló egyéni vállalkozók vásárolnak nálunk. A fogyasztókra vonatkozó szabályokat mindenhol (így különösen a panaszkezelésnél, elállásnál, szavatossági jogoknál) részletesen ismertetjük, kérjük, hogy ezeket kiemelt figyelemmel olvasd el.",4,1.0,4,0,True,0.25295097,0.25295097
"A ROSSMANN rendszeresen frissíti a webáruházban a termékeket ábrázoló képeket, ugyanakkor előfordulhat, hogy azok aktuális csomagolása a webáruházban látható csomagolástól eltér, különösen akkor, ha a termék beszállítója akciót, szezonális marketingkampányt tart. Az ilyen jellegű külsődleges eltérésekért a ROSSMANN nem vállal felelősséget.",2,1.0,4,2,False,0.25332087,0.20957124
"Tekintettel arra, hogy a hatályos jogszabályi előírások alapján korhatáros besorolású termékeket tilos tizennyolcadik életévét be nem töltött személy részére értékesíteni, amennyiben a tizennyolcadik életévedet nem töltötted be, úgy a korhatáros besorolású termékek adatlapjait nem tekintheted meg, illetve e termékeket nem tudod megrendelni és megvásárolni a webáruházban.",2,1.0,4,2,False,0.25325504,0.20959572
"A webáruház elsődlegesen a fogyasztók kiskereskedelmi kiszolgálására szolgál, elsődleges célunk tehát a Ptk. szerint fogyasztónak minősülő vásárlóink igényeinek teljesítése. Ennek megfelelően készleteink kialakítása során fogyasztói megrendelések és azok általános volumene alapján tervezünk. Annak érdekében, hogy minden fogyasztónk számára biztosítani tudjuk a választékban szereplő termékeket, ún. háztartási mennyiséget tudunk kiszolgálni és a vélelmezhetően közületi, továbbértékesítési célú nagy mennyiségű vásárlásokkal szemben a fogyasztók által leadott rendeléseket részesítjük előnyben.",3,1.0,4,1,False,0.2530401,0.23189917
"A ROSSMANN azokban az esetekben is vélelmezi a közületi vagy továbbértékesítési célú vásárlást és ezáltal fenntartja a jogot a megrendelés teljesítésének megtagadására ha a hét (7) naptári napon belül - leadott megrendelések során megadott megrendelési adatok alapján valószínűsíthető, hogy a leadni kívánt megrendelések azonos természetes, vagy jogi személy, illetve azonos háztartás kiszolgálását célozzák.",3,1.0,4,1,False,0.25295934,0.23195675
"Nem zárható ki, hogy a ROSSMANN minden gondossága ellenére hibás ár kerül a webáruház felületére (így különösen a nyilvánvalóan téves, például a termék közismert, általánosan elfogadott vagy becsült árától jelentősen eltérő, esetleg rendszerhiba miatt megjelenő 0 Ft-os vagy 1 Ft-os árak esetén). Ilyen esetekben a ROSSMANN nem köteles a terméket hibás áron szállítani, hanem jogosult felajánlani számodra a helyes áron történő szállítást. A helyes ár ismeretében a vásárlási szándékodat 14 (tizennégy) napon belül tudod megerősíteni. Ha nem erősíted meg a vásárlási szándékodat, akkor az adott megrendelésed törlésre kerül és az általad esetlegesen már megfizetett összegek oly módon kerülnek visszafizetésre, mintha a megrendelésedtől elálltál volna.",5,1.0,4,1,False,0.25282267,0.105492726
"Abban az esetben, ha a megrendelésed elküldését megelőzően bármilyen okból megszakításra kerül a megrendelés leadásának folyamata és a kosarad elhagyod, úgy a már összeállított kosarad tartalmát az érintett megrendelésed leadásáig, vagy módosításáig megőrizzük, és a vásárlásodat ebben az időtartamban folytatni tudod. Annak érdekében, hogy a vásárlásod befejezésre kerülhessen a saját fiókodban megadott e-mail címre illetve vendég vásárlóként történő vásárlás esetén a vásárlás során megadott e-mail címedre a megrendelés megszakadásától számított nyolc órát követően Elhagyott kosár értesítőt küldünk megjelölve az elhagyott kosarad tartalmát, valamint a linket, ahol vásárlásod be tudod fejezni.",4,1.0,4,0,True,0.25285017,0.25285017
"A visszaigazolás a megrendelés hatályos elfogadásának minősül, és szerződés jön létre Közted és a ROSSMANN között a megrendelt termékek vonatkozásában. E szerződés alapján a ROSSMANN eladja Neked a megrendelt termékeket, valamint azok kiszállításáról is gondoskodik az általad megjelölt átvételi helyre, Te pedig köteles vagy a megrendelt termékeket átvenni, valamint a megrendelt termékek árát és szállítási költségét megfizetni.",3,1.0,4,1,False,0.25297794,0.23194335
"A megrendelt termékek vételárát és a szállítási költséget, illetve az egyéb, a megrendelésed összekészítésével és kiszállításával kapcsolatos, a ROSSMANN által előzetesen megjelölt költségeket utánvétes fizetéssel, a ROSSMANN által kibocsátott ajándékkártyával történő fizetéssel, vagy online bankkártyás fizetéssel egyenlítheted ki. Bolti átvétel esetén ide értve az Expressz átvétel üzletben szolgáltatást is - kizárólag online bankkártyás fizetéssel tudod a megrendelt termékek vételárat, a szállítási költségét, illetve az Expressz átvétel üzletben szolgáltatás esetleges díját kiegyenlíteni, míg utánvétes fizetés esetén a ROSSMANN által kibocsátott ajándékkártyával nem tudod kiegyenlíteni vásárlásod ellenértékét!",5,1.0,4,1,False,0.2528793,0.10552392
"Ha természetes személyként nem szakmádhoz, foglalkozásodhoz kapcsolódó vagy más üzleti céllal vásárolsz nálunk, akkor a Ptk. szerint fogyasztónak minősülsz, és így a törvény erejénél fogva jogodban áll indokolás nélkül elállni a szerződéstől, azaz az általad megrendelt termékek megvásárlásától.",2,1.0,4,2,False,0.25322524,0.20960408
"A kellékszavatosság azt jelenti, hogy a ROSSMANN mint a termék eladója a termék hibájáért, egészen pontosan a vásárláskor a termékben már meglévő hibáért felelősséggel tartozik. A felelősségünket tehát a termék olyan hibája alapozza meg, amelynek az oka már megvan a vásárlás időpontjában is a termékben, csak akkor még nem felismerhető.",4,1.0,4,0,True,0.25319493,0.25319493
