text,label,predicted,error,correct,confidence,predicted_proba_true_class
"2.14 Tekintettel arra, hogy az Ügyfél KH Trambulin 14 számla esetén korlátozottan cselekvőképes kiskorú személy, a KH Trambulin e-bank szolgáltatás érvényes igénybevételéhez szükséges, hogy az Ügyfél törvényes képviselője hozzájáruló nyilatkozatot tegyen és készfizető kezességvállalást vállaljon.",2,2,0,True,0.23716338054900502,0.23716338054900502
"III. Felek jogai, kötelezettségei, felelőssége, a megbízások kezelése, az azonosítás",4,4,0,True,0.23856832258378183,0.23856832258378183
"3.1 A Bank biztosítja az ÜgyfélFelhasználó részére  igényének megfelelően  a Bank tulajdonát képező, a szolgáltatás igénybevételéhez szükséges eszközöket: az e-bank azonosító kártyát és az Olvasót, valamint az ezek használatát bemutató telepítési útmutatót. A szolgáltatás igénybevételét segítő felhasználói kézikönyv lakossági e-bank szolgáltatás esetén a https:ebank.khb.hulakossag, trambulin e-bank szolgáltatás esetén a https:ebank.khb.hutrambulin, míg vállalkozói e-bank szolgáltatás esetén a https:ebank.khb.huvallalat oldalon tölthető le. Az olvasó a Bank tulajdonát képezi, az ÜgyfélFelhasználó, mint birtokos azt csak használatba kapja.",2,2,0,True,0.26790831966465345,0.26790831966465345
"3.2 Az Ügyfél köteles a Bank által rendelkezésére bocsátott olvasót és e-bank azonosító kártyát rendeltetésének megfelelően használni, annak állagát, épségét megőrizni. Az Ügyfél köteles az olvasóban bekövetkezett károkat a Banknak, a Hirdetmény szerint megtéríteni. Az olvasó és az e-bank azonosító kártya használata során az Ügyfél köteles a Bank által a rendelkezésére bocsátott telepítési útmutató szerint eljárni, az abban meghatározott előírásokat betartani.",3,2,1,False,0.25317547197678997,0.22588729734486884
"3.3 A Bank fenntartja a jogát arra, hogy az olvasó használata vonatkozásában további előírásokat határozzon meg.",5,4,1,False,0.2721500221490077,0.1609553822374676
"3.4 Az Ügyfél köteles haladéktalanul értesíteni a Bankot az olvasó megrongálódásáról, meghibásodásáról, elvesztéséről, ellopásáról, illetve minden egyéb az olvasót érintő eseményről. Meghibásodás esetén az Ügyfél kérésére a Bank gondoskodik az olvasó cseréjéről.",4,4,0,True,0.25892470047056976,0.25892470047056976
"3.5 A Bank az e-bank azonosító kártyához PIN kódot mellékel, amelyet az Ügyfél zárt borítékban kap kézhez. A Bank az e-bank azonosító kártyát, a PIN borítékot kizárólag az Ügyfél illetve vállalkozói e- bank esetében a Felhasználó részére adja át, az átadáskor meghatalmazást nem fogad el. A PIN boríték sértetlenségét az e-bank azonosító kártya átvételekor az átvételi elismervényen az ÜgyfélFelhasználó igazolja. Amennyiben az Ügyfél csak e-azonosító számot igényel, az e-azonosító számot és a hozzá kapcsolódó sms aktivizáló kódot a Bank tájékoztató levélben határozza meg, amelyet a Bank kizárólag személyesen az Ügyfél részére adhat át. A tájékoztató levél egy példányának átvételét az Ügyfél aláírásával igazolja.",2,4,2,False,0.29803666316037714,0.22606925876926237
"3.6 A Bank a szolgáltatással kapcsolatos problémák, ill. az egyes műveletekkel kapcsolatos észrevételek fogadására és kezelésére telefonos ügyfélszolgálatot tart fenn, melyet az ügyfelek a Hirdetményben meghatározott telefonszámon és ügyfélszolgálati időben érhetnek el.",4,2,2,False,0.24418550301677425,0.23810245267292535
"3.7 Ha az Ügyfél elektronikus banki műveletet hajt végre, a megbízás vagy értesítés Bankhoz történő érkezési időpontjának a Bank számítógépes rendszere által megállapított és rögzített időpont tekintendő.",4,2,2,False,0.27907933150138076,0.24478139199698556
"3.8 A Bank a szolgáltatás igénybevételével végrehajtott tranzakciók teljesítéséről e-bank szolgáltatás esetén, a bankszámla kivonaton értesíti az Ügyfelet.",4,4,0,True,0.24968504303301886,0.24968504303301886
"3.9 A Bank a szolgáltatások igénybevétele útján felvett megbízásokat, az írásbeli megbízásokkal azonos tartalmi követelményekkel fogadja be és kezeli. A hatályos jogszabályi rendelkezéseknek nem megfelelő, hiányos, hibás vagy egyébként nem megfelelő adatokat tartalmazó megbízások teljesítését a Bank jogosult megtagadni.",3,3,0,True,0.26306972956377167,0.26306972956377167
"3.10 A Bank nem vállal felelősséget a szolgáltatások nyújtása során felmerült technikai hibákért, illetve a tranzakciók ebből eredő sikertelenségéért.",4,4,0,True,0.35689906701251345,0.35689906701251345
"3.11 Azon megbízások teljesítését, melyek rögzítése közben valamely technikai probléma merül fel, és ezáltal a megbízás megerősítése ésvagy végrehajtásának visszaigazolása elmarad, a Bank jogosult megtagadni.",3,3,0,True,0.23425211940951832,0.23425211940951832
"3.12 Amennyiben az Ügyfél az e-bank azonosító kártyát, az e-azonosító számot, a PIN kódot, illetve az sms aktivizáló kódot, valamint az egyszer használatos jelszót nem titkosan, nem megfelelő gondossággal kezeli, vagy más használatába adja, illetve más tudomására hozza, az ebből eredő károk az Ügyfelet terhelik, ezekért a Bank felelősséget nem vállal.",3,4,1,False,0.30508222956183495,0.2026563748746583
"3.13 A szolgáltatás igénybevételével történő rendelkezésekhez a jogosultság igazolása az e-bank azonosító kártya, és a PIN kód, illetve az e-azonosító szám és az egyszer használatos jelszó együttes használatával történik. A Bank nem vizsgálja az e-bank azonosító kártya, és a PIN kód, illetve az e- azonosító szám és az egyszer használatos jelszó használójának a használatra vonatkozó jogosultságát, illetve a használat körülményeit. Az illetéktelen használatból eredő károkért a Bank nem tartozik felelősséggel.",2,4,2,False,0.2755138597190206,0.22565544386983832
"3.14 Az Ügyfél köteles az általa adott megbízások szükséges fedezetének a teljesítés időpontjában történő rendelkezésre állásáról gondoskodni, ideértve a megbízások teljesítése esetére felszámítandó azon mindenkori díjak, költségek összegét is, melyek a megbízás teljesítésével egyidejűleg esedékesek. Amennyiben a megbízások költségeinek fedezetére az ügyfél számlája nem szolgál megfelelő fedezetül, a Bank jogosult a megbízás teljesítését visszautasítani.",3,3,0,True,0.2691530055985282,0.2691530055985282
3.15 A Bank a szolgáltatások igénybevétele útján felvett megbízásokat a megbízások befogadásának és teljesítésének rendjéről szóló Hirdetményében meghatározott határidőn belül teljesíti.,4,2,2,False,0.24932711334164123,0.2131556556097934
"3.16 A Bank a szolgáltatások igénybevétele útján megadott megbízást és azok teljesítését számítástechnikai rendszere útján rögzíti. Az ÜgyfélFelhasználó elfogadja a Bank rendszerében rögzített adatok valódiságát, esetleges jogvita esetén bizonyítékként ismeri el azokat, mind a megbízás megadására, mind annak teljesítésére vonatkozóan.",4,4,0,True,0.2547861558467072,0.2547861558467072
"3.17 A Bank minden elvárhatót megtesz annak érdekében, hogy az Ügyfél adatai  elektronikus úton történő adattovábbítás esetén - illetéktelen személyek részére ne lehessenek hozzáférhetőek. Az Ügyfél tudomásul veszi, hogy amennyiben valamely adat a Bank elvárható gondossága ellenére harmadik személy részére hozzáférhetővé válik, az ebből eredő kárért a Bankkal szemben igényt nem támaszt.",3,2,1,False,0.25901925954571003,0.2075169136518716
"3.18 Az Ügyfél haladéktalanul köteles bejelenteni a Banknak, ha azt észleli, hogy a számlakivonaton jogosulatlan műveletet tűntettek fel. A reklamáció a Bankkal szembeni kötelezettségekre nem jelent halasztási lehetőséget. A bejelentést az Ügyfél írásban, a Bank bármely fiókjában megteheti.",3,2,1,False,0.25814127457762365,0.23660809033492664
"3.19 A Bank nem felel azokért az eseményekért, nem teljesítésekért, amelyek abból adódnak, hogy Ügyfél nem vagy nem megfelelően alkalmazza az e-bank azonosító kártyát, az e-azonosító számot, illetve az olvasót, vagy nem a rendeltetésszerű használatukhoz szükséges környezetben alkalmazza azokat. Rendeltetésszerű használathoz szükséges környezeten az ÁSZF-ben meghatározott paraméterű eszközöket, a Bank által rendelkezésre bocsátott telepítő program komponenseit valamint az ezek állandó használatára alkalmas mindenkori technikai környezetet kell érteni.",2,4,2,False,0.2531026926738321,0.22719779449014246
"3.20 A Bank kizárja felelősségi köréből azokat a káreseményeket is, amelyek abból erednek, hogy az Ügyfél nem az előírt módon kezeli, tárolja, használja az e-bank azonosító kártyát, az e-azonosító számot, az sms aktivizáló kódot és az egyszer használatos jelszót, illetve a PIN kódot.",4,4,0,True,0.2866490338207245,0.2866490338207245
"3.21 A Bank fenntartja a jogot, hogy alkalomszerűen - rendszerkarbantartás miatt  rövid időre nem biztosítja a rendszer rendelkezésre állását. A Bank vállalja, hogy az előrelátható szüneteltetés időpontjáról a rendszeren keresztül tájékoztatja az ÜgyfeletFelhasználót. A szüneteltetésből adódó esetleges károkért a Bank nem vállal felelősséget.",3,4,1,False,0.3043298791525475,0.20880570087321176
3.22 A Bank az Ügyfél bármely okból benyújtott panaszának megalapozottságát saját hatáskörben vizsgálja meg és dönt a szükséges intézkedésekről. A Bank az Ügyfél panaszának elbírálásáról 15 napon belül küld értesítést.,4,4,0,True,0.24385716164292884,0.24385716164292884
"IV. Az e-bank azonosító kártya, használata, kezelése, letiltása, megújítása, a pótkártya",4,2,2,False,0.22775463206715438,0.22121790392541346
4.1 KH lakossági e-bank esetében a 2003. január 1. előtt kiadott e-bank azonosító kártyák lejáratának ideje a kártyán év és hónap szerint van feltüntetve. Az ezt követő időpont után legyártott e-bank azonosítók kártyák esetében az érvényességi idő feltüntetésének módja hónapév. Az e-bank azonosító kártya a lejárati hónap utolsó nap 24.00 óráig érvényes. A lejárati idő az e-bank azonosító kártyán látható módon kerül feltüntetésre.,3,3,0,True,0.2704622209949343,0.2704622209949343
"4.2 Az e-bank azonosító kártyát, illetve az e-azonosító számot kizárólag az ÜgyfélFelhasználó jogosultó használni, az át nem ruházható, illetve tilos azt biztosítékul zálogba adni, vagy óvadékként letétbe helyezni.",4,4,0,True,0.31740370010940877,0.31740370010940877
"4.3 KH lakossági e-bank esetében a 2003. január 1. előtt kiadott e-bank azonosító kártya nyolc egymást követő sikertelen PIN kód megadást követően biztonsági okból blokkolódik. Az ezt követő időpont után legyártott e-bank azonosítók kártyák, illetve az e-azonosító szám használata esetén a blokkolás három sikertelen próbálkozást követően következik be. A blokkolást kizárólag a Bank tudja feloldani, az e-bank azonosító kártya honos bankfiókban történt leadását követően. Az e-bank azonosító kártya, illetve az e- azonosító szám blokkolás feloldásának díját a Hirdetmény tartalmazza.",4,4,0,True,0.2790817437233325,0.2790817437233325
"4.4 Az Ügyfél az e-bank azonosító kártya, illetve az e-azonosító szám további használatának megakadályozása céljából, köteles haladéktalanul bejelenteni a Banknál, ha észlelte, hogy (a) az e-bank azonosító kártya, illetve az e-azonosító szám kikerült a birtokából, vagy (b) az e-bank azonosító kártya, illetve az e-azonosító szám, a PIN kód, az sms aktivizáló kód valamint az egyszer használatos jelszó, vagy más hasonló azonosító adatai jogosultatlan harmadik személy tudomására jutottak, vagy (c) a bankszámlakivonaton, illetve a számlán jogosulatlan művelet szerepel.",3,4,1,False,0.2967961318183378,0.20914316445265838
"4.5 A bejelentés megtételére az Ügyfél, letiltásra a Bank jogosult. A Bank a bejelentést elfogadja más személytől is, ha az Ügyfél az intézkedésben gátolva van, és e körülményt a bejelentő valószínűsíteni tudja. A bejelentés alkalmával a tényleges jogosultságot a Bank nem vizsgálja, az illetéktelen bejelentésből eredő károkért a Bank nem felel.",3,4,1,False,0.272537665259167,0.24193302669349062
"4.6 A bejelentésnek tartalmaznia kell: (a) természetes személy esetén: az Ügyfél nevét, lakcímét, születési dátumát, igazolvány számát, (b) gazdálkodó és egyéb szervezetek esetén: az Ügyfél cégnevét, székhelyét, adószámát. Pontosan meg kell nevezni a bejelentés alapjául szolgáló eseményt, a bejelentő nevét, továbbá annak kijelentését, hogy a bejelentő kifejezetten kéri az e-bank azonosító kártya, illetve az e-azonosító szám letiltását. A IV.4.4 (c) pontban meghatározott esetben, amennyiben a bejelentő a bejelentéssel egyidejűleg nem kéri a letiltást, a Bank a reklamációra irányadó szabályok szerint jár el. Ha a tényeknek az általában elvárható gondossággal való megítélése alapján a IV.4.4 pontban meghatározott esetek bűncselekmény elkövetése folytán következtek be, az Ügyfél a letiltás kezdeményezésén felül, köteles haladéktalanul a hatáskörrel rendelkező illetékes hatóságnak ezt a gyanút bejelenteni.",2,4,2,False,0.25360087735187514,0.2509634589669413
"4.7 A bejelentést a Bank telefonos ügyfélszolgálatán lehet megtenni, a hét bármely napján, a nap bármely szakában. A bejelentés akkor tekinthető megtörténtnek, ha a bejelentő a Bank által kért adatokat  legfeljebb az igazolvány számadószám kivételével  megadja.",3,4,1,False,0.2542511035704201,0.2331935453845895
"4.8 A Bank a hozzá beérkezett bejelentés alapján azonnal intézkedik a letiltás érdekében. A letiltás akkor lép hatályba, amikor a Bank a letiltással összefüggő intézkedéseket, az ehhez szükséges időn belül megtette. A letiltás megtörténtét követően a szolgáltatás igénybevételének lehetősége az adott Ügyfél számára azonnal megszűnik.",3,3,0,True,0.24627841480601276,0.24627841480601276
"4.9 A letiltás végleges, a már letiltott e-bank azonosító kártya, illetve e-azonosító szám esetleges megtalálása esetén sem használható tovább, azt az Ügyfél köteles a Bank részére visszaszolgáltatni. A letiltás kockázatát, és az abból eredő minden kárt, hogy a letiltott e-bank azonosító kártya, illetve e- azonosító szám nem használható, az Ügyfél viseli. A letiltás elmulasztásából vagy a letiltással kapcsolatos visszaélésből eredő, az Ügyfelet vagy bármely harmadik személyt ért károkért a Bank nem vállal felelősséget.",3,2,1,False,0.26208364323722916,0.22291761447050878
"4.10 A bejelentésekről a Bank megbízható és megváltoztathatatlan nyilvántartást vezet. Az Ügyfél kérelmére a bejelentés tényéről, tartalmáról és időpontjáról a Bank legfeljebb öt évre visszamenőleg igazolást ad ki.",4,4,0,True,0.2785043195408482,0.2785043195408482
"4.11 A letiltás teljesítéséért az Ügyfélnek díjat kell fizetni, amelynek mértékét a Hirdetmény tartalmazza.",4,4,0,True,0.25297097512530714,0.25297097512530714
"4.12 A bejelentés megtörténtét megelőzően bekövetkezett kárt az Ügyfél, a bejelentés megtörténtét követően bekövetkezett kárt pedig a Bank viseli. A Bank mentesül a felelőssége alól, ha bizonyítja, hogy a kár az ÜgyfélFelhasználó szándékosan vagy súlyos gondatlansággal okozott szerződésszegése folytán következett be. Ha a kár nem az ÜgyfélFelhasználó szándékos vagy súlyosan gondatlan magatartása folytán következett be, az Ügyfél a bejelentés megtörténtét megelőzően bekövetkezett kárt legfeljebb negyvenötezer forintos mértékig viseli. Az e-bank azonosító kártya, illetve az e-azonosító szám és a PIN kód egyidejű használatával végezhető elektronikus banki művelet tekintetében a kockázatok és költségek minden esetben az Ügyfelet terhelik.",2,4,2,False,0.2719490208309729,0.22717560750248317
"4.13 A bejelentés és a letiltás megtörténte, valamint az ehhez kapcsolódó költség- kockázat- és kárviselés tekintetében, irányadó időpontként, a Magyarországon érvényes, a Bank központi rendszerei által mért és rögzített helyi időt kell tekinteni.",4,2,2,False,0.24390440655301274,0.21051658392855077
"4.14 Az e-bank azonosító kártya lejárata előtt a Bank Hirdetményben közzétett díj ellenében gondoskodhat az új e-bank azonosító kártya elkészítéséről, amennyiben az Ügyféltől az e-bank azonosító kártya lejáratát megelőző 45. napig ellenkező írásbeli rendelkezés a Bank részére nem érkezik. Késedelmes rendelkezés esetén a felmerült költségeket az Ügyfél viseli.",3,3,0,True,0.2797267131268976,0.2797267131268976
"4.15 Az új e-bank azonosító kártya az átvételi értesítés és  amennyiben volt e-bank azonosító kártya - a lejárt azonosító kártya Banknak történő visszaszolgáltatatása ellenében, valamint az esetlegesen keletkezett valamennyi tartozás egyidejű rendezését követően vehető át.",3,2,1,False,0.24725899103244955,0.20370497510570512
"4.16 Az elveszett, ellopott, technikailag hibás e-bank azonosító kártya, illetve e-azonosító szám esetén az Ügyfél pótkártya, illetőleg pót-azonosító kibocsátását igényelheti. A Bank jogosult a pótkártya kibocsátását indokolás nélkül megtagadni. Az e-bank azonosító kártya, illetve az e-azonosító szám pótlásának díját a Hirdetmény tartalmazza.",3,4,1,False,0.28646620594594496,0.1867228061386385
V. Nyilvános helyen történő üzemeltetés,5,4,1,False,0.24883241714415588,0.136051976418922
"5.1 A Bank tulajdonát képező, a szolgáltatás igénybevételéhez szükséges olvasó külső, nyilvános helyen történő üzemeltetése esetén az ÜgyfélFelhasználó köteles a rendelkezésre bocsátott olvasót rendeltetésének megfelelően használni, annak állagát, épségét megőrizni. Az üzemeltető és az ÜgyfélFelhasználó egyetemlegesen köteles az ennek során az olvasóban bekövetkezett károkat a Banknak megtéríteni. A térítési összeget a Hirdetmény tartalmazza. Az olvasó külső, nyilvános helyen történő használata során az ÜgyfélFelhasználó köteles a Bank által az üzemeltető rendelkezésére bocsátott telepítési útmutató szerint eljárni, az abban meghatározott előírásokat betartani.",3,2,1,False,0.2325177240323603,0.21092386757620127
"5.2 A Bank fenntartja a jogát arra, hogy az olvasó ÜgyfélFelhasználó általi külső, nyilvános helyen történő használata vonatkozásában további előírásokat határozzon meg, mind az üzemeltető, mind az ÜgyfélFelhasználó relációjában.",3,4,1,False,0.276773951233879,0.20486874151308973
"5.3 Az üzemeltető köteles haladéktalanul értesíteni a Bankot az olvasó megrongálódásáról, meghibásodásáról, elvesztéséről, ellopásáról, illetve minden egyéb az olvasót érintő eseményről.",4,2,2,False,0.2578687003298641,0.23969735234381803
"5.4 A Bank nem felel azokért az eseményekért, nem teljesítésekért, amelyek abból adódnak, hogy az ÜgyfélFelhasználó nem megfelelően alkalmazza az olvasót.",4,4,0,True,0.25869680598314165,0.25869680598314165
"5.5 Az üzemeltető kötelezettséget vállal arra, hogy minden tőle elvárhatót megtesz annak érdekében, hogy kiszűrje az arra jogosultsággal nem rendelkezők általi szolgáltatás igénybevételét, ennek biztosítására folyamatos rendszergazdai felügyeletet tart fenn. A Bank nem vizsgálja az ÜgyfélnekFelhasználónak az olvasó használatára vonatkozó jogosultságát, illetve a használat körülményeit. Az illetéktelen használatból eredő károkozások miatti felelősség kizárólag az üzemeltetőt terheli, az a Bankra semmiképpen sem hárítható át.",2,4,2,False,0.2668504723356751,0.23348629475137425
"5.6 Az e fejezetben előírtak alkalmazandók abban az esetben is, ha az ÜgyfélFelhasználó a szolgáltatást nem az annak igénybevételéhez szükséges banki eszközökkel használja.",3,5,2,False,0.24224113936423425,0.22239718503609063
"VI. A szolgáltatás igénybevételének általános és műszaki feltételei, a meghajtó program telepítése és az olvasó üzembehelyezése",4,2,2,False,0.22480539995221857,0.22200097327890334
"6.1 A szolgáltatást azon Ügyfél veheti igénybe, aki a megfelelő számla nyitására és vezetésére vonatkozó, a Bankkal kötött érvényes és hatályos szerződéssel rendelkezik.",4,2,2,False,0.22878379524985767,0.21847501231855473
"6.3 Az Ügyfél az e-bank azonosító kártya és az olvasó bankfióki átvételét követően az olvasóhoz szükséges meghajtóprogramot KH lakossági e-bank szolgáltatás esetén a https:ebank.khb.hulakossag, KH trambulin e-bank szolgáltatás esetén a https:ebank.khb.hutrambulin oldalról, míg KH vállalkozói e-bank szolgáltatás esetén a https:ebank.khb.huvallalat Internetes címről letölti, majd a telepítési útmutató szerint telepíti. A telepítést követően a szolgáltatás használható.",3,4,1,False,0.2400787272370839,0.22381771749433027
"6.4 A szolgáltatás használatához szükséges felhasználói kézikönyv letölthető KH lakossági e-bank szolgáltatás esetén a https:ebank.khb.hulakossag, KH trambulin e-bank szolgáltatás esetén a https:ebank.khb.hutrambulin oldalról, míg KH vállalkozói e-bank szolgáltatás esetén a https:ebank.khb.huvallalat Internetes címről.",4,4,0,True,0.24172923468724622,0.24172923468724622
VII. Felhasználók és hozzáférési jogosultságuk KH vállalkozói e-bank esetében,5,2,3,False,0.251705235316108,0.15423798628161742
7.1 A Ügyfél az Adatlap elnevezésű nyomtatványon adja meg a szolgáltatás használatára felhatalmazott természetes személy Felhasználókat és hozzáférési joguk terjedelmét.,4,4,0,True,0.24877841623422503,0.24877841623422503
"7.2 A hozzáférési jogok az e-bank azonosító kártyához vannak hozzárendelve, és kizárólag a szolgáltatásra vonatkoznak.",4,2,2,False,0.2957015701004312,0.2226052598025249
"7.3 A hozzáférési jog meghatározásánál kizárólag az Ügyfél felelőssége, hogy a szolgáltatás használatára mely személynek, személyeknek ad felhatalmazást. Az elektronikus banki műveletek teljesítésekor a Bank azt tekinti jogszerű Felhasználónak, akit az Ügyfél a rendelkezésnek megfelelően, a Bank számára ekként bejelentett.",3,4,1,False,0.2678703833933099,0.20699000328881895
"7.4 A Bank az Ügyfél bejelentése alapján központilag beállítja a Felhasználó jogosultságát, és legyártja az e- bank azonosító kártyát, amelyet az adott Felhasználó részére személyesen átad.",3,3,0,True,0.25151013232176656,0.25151013232176656
"7.5 A Felhasználó az érvényes e-bank azonosító kártyával és a hozzá tartozó PIN kód megadásával, a részére meghatározott hozzáférési jog keretén belül, a rendelkezésnek megfelelően végezhet elektronikus banki műveleteket. Az ÜgyfélFelhasználó köteles gondoskodni arról, hogy az e-bank azonosító kártyához, és hozzá tartozó PIN kódhoz kizárólag az arra jogosult személy férhessen hozzá. Az e kötelezettség megszegése következtében előállt károk tekintetében a Bank nem vállal felelősséget.",4,2,2,False,0.25688442403766226,0.20038068785889263
7.6 A hozzáférési jog lehet: teljes rendelkezési jog a számlák felett.,4,4,0,True,0.22996594552598731,0.22996594552598731
"7.7 Az Ügyfél az Adatlap elnevezésű nyomtatvány mellékletében írásban jelezheti a Felhasználó hozzáférési jogának módosítását, megszüntetését, felfüggesztését, illetve a felfüggesztés feloldását, amelyet a Bank egy órán belül telefaxon, a megadott számra visszaigazol. A hozzáférési jog felfüggesztéséért és a felfüggesztés feloldásáért fizetendő díjat a Hirdetmény tartalmazza.",3,4,1,False,0.2555212815252553,0.19334931818717968
"7.8 2005. november 1-je előtt szerződött Ügyfelek esetében az aláírási jogokat 1-10 közötti pontértékkel kell meghatározni, minden aláírási joggal rendelkező Felhasználó tekintetében. A Bank a 10 ponttal aláírt megbízásokat fogadja el. A számlánként definiált aláírások adott számla tekintetében, kizárólag a szolgáltatás igénybevételével indított megbízásokra vonatkoznak. A hozzáférési jog szempontjából cégszintű aláírások, kizárólag a szolgáltatás igénybevételével indított betétfelmondáshoz szükségesek.",3,4,1,False,0.27291231307933006,0.236036883641428
IX. A szerződés megszűnése,5,2,3,False,0.23561461868689812,0.14145835962671208
"9.1 A szerződés megszűnik: (a) a Bank azonnali hatályú felmondásával, (b) a Bank vagy az Ügyfél rendes felmondásával, (c) közös megegyezéssel a Bank és az Ügyfél által meghatározott időpontban, (d) valamennyi e-bank azonosító kártya lejárati idejével, ha új azonosító kártya kibocsátására nem kerül sor, (e) az Ügyfél halálával, illetve jogutód nélkül történő megszűnésével, (f) a szolgáltatás alapjául szolgáló bankszámlaszerződés(ek) bármilyen okból történő megszűnésével.",3,4,1,False,0.244341008657639,0.23648790051326488
"9.2 A szerződést a Bank indokolás nélkül, írásban 30 naptári napos felmondási idővel jogosult felmondani (rendes felmondás).",4,2,2,False,0.24022272149104112,0.23784711989855423
"9.3 A szerződés bármely okból történő megszűnésekor az Ügyfél és valamennyi Felhasználó hozzáférési joga is megszűnik, amelynek következtében a szolgáltatás igénybevételére a továbbiakban nincsen lehetőség.",4,2,2,False,0.23949403865552796,0.23359920032445652
"9.4 Az Ügyfél rendes felmondással a szerződést  amennyiben ezen eszközöket az e-bank szolgáltatáshoz igényelte - az e-bank azonosító kártya és az olvasó honos bankfiókban történő egyidejű leadása mellett, a Bankkal szemben fennálló, valamennyi fizetési kötelezettségének egyidejű teljesítése mellett, bármikor, 30 naptári napos felmondási határidővel jogosult megszüntetni.",3,2,1,False,0.2562306869096742,0.2132911440347645
"9.5 Ügyfél köteles  amennyiben ezen eszközöket az e-bank szolgáltatáshoz igényelte - az e-bank azonosító kártyát, valamint az olvasót a szerződés megszűnésekor a Banknak a megszűnés napjától számított 15 naptári napon belül visszaadni. A visszaadás elmulasztásából eredő valamennyi kár az Ügyfelet terheli. Amennyiben a szerződés megszűnésekor az Ügyfél az olvasót nem, vagy nem megfelelő (a rendeltetésszerű használatot meghaladó mértékben elhasználódott) állapotban vagy késedelmesen szolgáltatja vissza, köteles az olvasó térítési díját a Banknak megfizetni. Ennek késedelmes teljesítése, illetve elmaradása esetén a Bank jogosult az olvasó térítési díját az Ügyféllel szemben haladéktalanul érvényesíteni. Az olvasó térítési díját a Hirdetmény tartalmazza.",3,2,1,False,0.286636819473671,0.2085909559747988
9.6 A Bank az Ügyfél súlyos szerződésszegése esetén jogosult a szerződést azonnali hatállyal felmondani. A Bank a felmondás elküldésével egy időben megszünteti az ÜgyfélFelhasználó jogosultságát a szolgáltatás igénybevételére.,4,3,1,False,0.28703835429822394,0.22407273332719344
"9.7 A szerződés bármely okból történő megszűnése nem érinti az Ügyfél egyéb, a Bankkal szemben fennálló szerződéses kapcsolatát.",5,4,1,False,0.23749094313924154,0.13349506658540242
X. Egyéb rendelkezések,5,3,2,False,0.22051223005390921,0.1448496722676299
"10.1 A Bank fenntartja a jogot arra, hogy az ÁSZF-ben és a vonatkozó Hirdetményekben foglaltakat a bel- és külföldi pénzügyi viszonyok, a jogszabályok, vagy az ÁSZF-ben foglalt szolgáltatásra, valamint az Ügyfélre vonatkozó kockázat megváltozását felismerve, ahhoz, valamint a Bank üzletpolitikájához igazodva egyoldalúan módosítsa. A módosításra irányuló ajánlatról a Bank a szerződési feltételek esetén közvetlenül, Hirdetményi kondíciók esetén Hirdetmény útján a módosítás hatálybalépése előtt 30 naptári nappal értesíti az Ügyfelet. Amennyiben a módosítást az Ügyfél nem fogadja el, jogosult a szerződést az ajánlat kézhezvételétől, illetve a Hirdetmény közzétételétől számított 30 naptári napon belül felmondani (mely esetben a Bank a szolgáltatást letiltja), ellenkező esetben az Ügyfélre vonatkozóan a módosítás hatályba lép. A 30 naptári napos felmondási idő lejáratáig a szerződés az eredeti feltételekkel áll fenn.",2,2,0,True,0.2701048178250504,0.2701048178250504
"10.2 A Bank az Ügyfél részére küldendő írásos értesítéseit postai úton, az igénylőlapon megjelölt értesítési címre, illetőleg elektronikus úton küldi. A Bank az értesítés kézhezvételének, illetve elektronikus út esetén hozzáférésének elmaradásáért és az ebből származó esetleges károkért felelősségét kizárja.",4,4,0,True,0.30465376087754054,0.30465376087754054
"10.3 Az ÁSZF-ben nem szabályozott kérdésekben a Polgári Törvénykönyvről szóló 1959. évi IV. törvényben, a vonatkozó mindenkori pénzforgalmi valamint az elektronikus fizetési eszközökről szóló jogszabályokban, valamint a Bank Üzletszabályzatában, a tranzakciós szerződésekben, a bankszámla ÁSZF-ben foglaltak az irányadók.",2,1,1,False,0.24434673340398935,0.22521859883695994
"10.4 A Bank fenntartja a jogot arra, hogy a szolgáltatás színvonalának bővítéséhez, az alkalmazások fejlesztéséhez kapcsolódóan időről időre, frissítse, kiegészítse a felhasználói kézikönyvet. A felhasználói kézikönyv frissítése semmilyen körülmények között nem jelenti a szerződés módosítását, arról a Bank elektronikus formában a Bank üzeneteiben tájékoztatja az Ügyfelet.",3,4,1,False,0.26890467103662224,0.21447817171406203
"2. Ügyfélnek tekintendő az a természetes személy, jogi személy vagy jogi személyiséggel nem rendelkező szervezet, akinek az OTP Bank Nyrt. pénzügyi szolgáltatást (ideértve a kiegészítő pénzügyi szolgáltatást is) nyújt, vagy aki az OTP Bank Nyrt. befektetési szolgáltatási tevékenységét (ideértve a kiegészítő szolgáltatását is), vagy a vonatkozó jogszabályok alapján az OTP Bank Nyrt. által nyújtható egyéb szolgáltatását igénybe veszi, illetve aki ilyen szolgáltatás nyújtását kéri az OTP Bank Nyrt.-től.",2,4,2,False,0.2595162401092956,0.21447517106528213
"4. Az OTP Bank Nyrt. az Üzletszabályzatban foglalt jogait és kötelezettségeit mindenkor a hatályos jogszabályok eltérést nem engedő rendelkezéseinek keretei között gyakorolja és teljesíti, az Üzletszabályzat bármely rendelkezése ennek megfelelően értelmezendő.",2,2,0,True,0.2659734597782326,0.2659734597782326
